id	doc	severity	class	provenance	witness	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
rumors-dependence-1	dependence	medium	dependence	assessed		yes	Crate root and public types		18	20	P7		Tick's event contract (strict advance, region-locality) is pinned by laws but stated in no public rustdoc of `tick`	open			
rumors-dependence-2	dependence	low	dependence	assessed		yes	Crate root and public types		18	20	P7		Join/meet encoding subadditivity is derived and pinned inside before's test tree and priced against by rumors, but stated in no public contract	open			
rumors-dependence-5	dependence	nit	dependence	assessed		yes	Crate root and public types		18		P7		rumors cites `Span::dominance`'s coincident fast path as a cost contract; before documents it only in code comments and a private test, and no meter on either side counts it	open			
oracle-laws-4	dependence	low	dependence	verified		yes	The instruments		91		P3		The oracle imports production's route-cost saturation for no observable payload, and the stated rationale names no constructible input	open			
api-audit-18	documentation	nit	(table)				Crate root and public types: clock	documentation: Parameter names that drift between signature and prose			P4		Parameter names drift between signature and prose (n vs k; rhs vs other; version vs other)	open			
clock-1	documentation	nit	(table)				Crate root and public types: clock	documentation: Hand-maintained counts and rosters			P4		Safety rule cited by ordinal beside its name	open			
clock-11	documentation	low	documentation	verified		no	Crate root and public types: clock	documentation: Missing or non-uniform hazard sections	86		P4		The fallible construction doors carry no `# Errors` section while the joins do	fix	67		
clock-15	documentation	nit	(table)				Crate root and public types: clock				P6	core	"The shared operator doc says ""in either operand order"" on the `\|=` cells, where order is fixed"	open			
clock-18	documentation	nit	(table)				Crate root and public types: clock				P6	core	"Pointer comment claims ""every feed order""; the law drivers sample pool-indexed picks"	open			
clock-2	documentation	low	documentation	verified		no	Crate root and public types: clock	documentation: Parameter names that drift between signature and prose			P4		Rustdoc names parameters the signatures do not have, plus three typos	open			
clock-20	documentation	low	documentation	verified		no	Crate root and public types: clock	documentation: Ghost references to deleted code and retired conventions			P4		"Deleted production API names (`has_seen`, `happens_before`) presented as ""the clock observers"""	open			
clock-21	documentation	nit	(table)				Crate root and public types: clock	documentation: Hand-maintained counts and rosters			P4		Pointer-only section headers with a hand-maintained population count	open			
clock-23	documentation	nit	(table)				Crate root and public types: clock				P6	core	Test doc cites AGENTS.md (a reverse citation)	open			
clock-24	documentation	nit	(table)				Crate root and public types: clock	documentation: Moralized code and register transplants | documentation: Vocabulary without an anchor			P3		Unanchored coinages and significance adverbs in maintainer prose	open			
clock-25	documentation	medium	documentation	verified		no	Crate root and public types: clock	documentation: Ghost references to deleted code and retired conventions			P4		Test prose describes retired code or contradicts the code beside it at four sites	fix	72		
clock-27	documentation	nit	(table)				Crate root and public types: clock	"documentation: ""mint"" for constructing a value"			P3		"Banned ""mints"" in an orbit test doc"	open			
clock-4	documentation	low	documentation	assessed		no	Crate root and public types: clock	documentation: Public contracts contradicted by the code			P4		"`join_all`'s Errors section reads as returning input clocks, and ""Unreachable"" presumes linearity without saying so"	open			
clock-5	documentation	nit	(table)				Crate root and public types: clock				P6	core	The `result_large_err` allows are live at exactly the threshold, and only one of the two sites says why	open			
clock-6	documentation	nit	(table)				Crate root and public types: clock				P6	core	`join_all`'s maintainer comment re-derives `Party::join_all`'s argument instead of stating the delta	open			
clock-8	documentation	low	documentation	assessed		no	Crate root and public types: clock				P6	core	"`sync_all` claims ""maximally balanced, and therefore minimally large"" with no derivation"	open			
fresh-eyes-10	documentation	nit	(table)				Crate root and public types: clock	documentation: Parameter names that drift between signature and prose			P4		Parameter named `k` in signatures, `n` in prose, across ticks and forks	open			
paper-fidelity-11	documentation	low	documentation	verified		no	Crate root and public types: clock				P6	core	the paper's peek and anonymous stamp have no named counterpart in the public docs	open			
api-audit-16	documentation	nit	(table)				Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Public contracts contradicted by the code			P4		error::Overlap's summary names only Clock::sync; Clock::sync_all returns it too	open			
api-audit-19	documentation	nit	(table)				Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	"documentation: ""mint"" for constructing a value"			P3		"Vocabulary tells in public rustdoc: ""mint"" for constructing values, ""honest"" for exact"	open			
api-audit-20	documentation	nit	(table)				Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)				P6	core	The error module's first sentence is a rhetorical question	open			
api-audit-3	documentation	medium	documentation	verified		no	Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Ghost references to deleted code and retired conventions	88	14	P4		"The crate guidepost names an `implementation` module and a ""Law of Disjointness"" that no longer exist"	fix	68		
api-audit-4	documentation	low	documentation	verified		no	Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Public contracts contradicted by the code			P4		Crate docs attribute the causal ordering to PartialEq instead of PartialOrd	open			
api-audit-5	documentation	nit	(table)				Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	api: A public name that no path spells			P7		iter module doc has an unclosed code span; the Clock::forks link text carries a literal backtick	open			
crate-root-1	documentation	low	documentation	verified		no	Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Ghost references to deleted code and retired conventions			P4		"AGENTS.md sends readers to a ""Law of Disjointness"" and an `implementation` module that do not exist"	open			
crate-root-13	documentation	nit	(table)				Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)				P6	core	`error` module's listing sentence is a joke, and three error types derive `Default` nothing defaults	open			
crate-root-14	documentation	nit	(table)				Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Public contracts contradicted by the code			P4		`Overlap`'s first sentence names only `Clock::sync`; `sync_all` also returns it	open			
crate-root-16	documentation	low	documentation	verified		no	Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Public contracts contradicted by the code			P4		`Parse`'s doc omits `Ticks` and asserts paper notation for a decimal parse	open			
crate-root-2	documentation	low	documentation	verified		yes	Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Ghost references to deleted code and retired conventions	20		P4		"Cargo description names a ""transient fixed-width working form"" the crate no longer has"	open			
crate-root-23	documentation	nit	(table)				Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)				P6	core	Unclosed backtick in the `Clock::forks` intra-doc link	open			
crate-root-26	documentation	low	documentation	verified		no	Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	"documentation: ""mint"" for constructing a value"			P3		"""mint"" for constructing a value, in the Quickstart and crate-wide"	open			
crate-root-27	documentation	low	documentation	verified		no	Crate root and public types: crate root (lib.rs, error.rs, iter.rs, Cargo.toml, build.rs, AGENTS.md, README)	documentation: Hand-maintained counts and rosters			P4		"Safety rule 2 says bytes are ""exactly one hole"" in linearity; party.rs names three doors"	open			
