id	doc	severity	class	provenance	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
api-core-3	documentation	nit	(table)			Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Rewrap residue from the first-sentence split			P4		Rewrap residue: one over-long or stub-short line mid-paragraph at ten sites.	open			
api-core-37	documentation	low	documentation	verified	no	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)				P5	core	`Snapshot` docs advise sorting by `Version`, which has no `Ord`	open			
api-core-4	documentation	medium	documentation	verified	no	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Residue of the V1 retirement (368da2a5)	35	15	P4		Prose describes selecting a `Protocol`, an operation the API no longer offers	open			
api-core-6	documentation	nit	(table)			Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Missing module docs and undocumented public items | documentation: Public rustdoc that names what the API does not reach			P4		`MagicMismatch`, `VersionMismatch`, and `IntentInvalid` carry undocumented fields while every sibling documents each field.	open			
api-core-8	documentation	nit	(table)			Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)		25		P6		"""all demanded once, at peer construction"" is true of the serde and `Eq` bounds only; `Send + Sync + 'static` recur on every typed method."	fix	T72		
deps-10	documentation	nit	(table)			Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)				P5	core	"The feature list opens ""Every feature is off by default"" and omits `meter`."	open			
deps-11	documentation	nit	(table)			Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)				P5	core	The `meter` comment names one suite as if it were the roster of three.	open			
fresh-eyes-10	documentation	nit	(table)			Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	api: Error variants no public path produces, and an origin the taxonomy does not state			P6		The routing sentence says everything else on the page reaches the user through `Error::Mirror`; `PreambleDefect` and `HandOffDefect` arrive through two other variants.	fix	T63		
fresh-eyes-2	documentation	medium	documentation	verified	no	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Residue of the V1 retirement (368da2a5)		15	P4		"Docs tell users to ""select"" a Protocol, but no API selects one"	open			
fresh-eyes-3	documentation	medium	documentation	verified	no	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Public rustdoc that names what the API does not reach	80		P4		sync_memory_budget rustdoc cites test files, a test fn, and internal concepts	fix	T92		
module-graph-4	documentation	low	documentation	verified	no	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Residue of the V1 retirement (368da2a5)		15	P4		`Protocol` prose still describes selecting a dialect that no API offers	open			
prose-hygiene-11	documentation	nit	(table)			Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record			P3		"Dialect tells: ""knob"" in the crate docs and `Config` docs, ""load-bearing"" (16 sites), ""story"", ""Guardrail that"", ""earn a checkpoint"", moralized ""honest""."	fix	T49		
prose-hygiene-2	documentation	low	documentation	verified	no	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)	documentation: Residue of the V1 retirement (368da2a5)		15	P4		Prose still describes a protocol selection the V1 retirement removed	open			
prose-hygiene-6	documentation	medium	documentation	verified	yes	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)		81	18	P4		AGENTS.md re-accept rule names a hexdump witness the capture renderer no longer produces	fix-amended	T5		
verification-infra-15	documentation	low	documentation	verified	yes	Crate root and public surface (lib, peer, rumors, batch, snapshot, network, tags, protocol, error, tutorial; README, Cargo.toml, AGENTS.md)		81	18	P4		AGENTS.md's snapshot re-accept witness is stated in terms of hexdump lines the corpus no longer has	fix-amended	T5		
prose-hygiene-12	documentation	nit	(table)			Integration tests (tests/common, then the suites)	documentation: Hand-maintained counts, tallies, and measurements			P4		"""Both tests"" enumerates the module's contents by count."	open			
prose-hygiene-3	documentation	medium	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Roster tags and process narrative cited from code			P4		tests/listen.rs testdocs open with §6.N section numbers of a plan deleted from the tree	open			
prose-hygiene-7	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Incident narrative and dated rationale at the declaration site			P4		Dated rationale and incident narrative in test docs	open			
prose-hygiene-8	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Em-dashes in line comments and assert strings	3		P3		Em-dashes inside assert message strings	fix	T48		
tests-bookmark-1	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Hand-maintained counts, tallies, and measurements			P4		"Module doc counts ""two corners"" over three tests"	open			
tests-bookmark-16	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Incident narrative and dated rationale at the declaration site			P4		Test prose narrates the bugs it once caught instead of stating the invariant	open			
tests-bookmark-19	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)				P5	harness	"Testdoc says ""cut in both directions"" but both cuts sit on the node-1-to-node-2 direction"	open			
tests-bookmark-22	documentation	nit	(table)			Integration tests (tests/common, then the suites)	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record			P3		"""at the seam"", ""faithful"", ""genuine"", ""honest disruption""."	fix	T49		
tests-bookmark-24	documentation	low	documentation	assessed	no	Integration tests (tests/common, then the suites)				P5	harness	Rule (2) in the module doc disagrees with `Model::serve_bootstrap` on the session after a donation	open			
tests-bookmark-5	documentation	nit	(table)			Integration tests (tests/common, then the suites)	documentation: Rewrap residue from the first-sentence split			P4		Doc paragraphs left as a fragment line after the first-sentence split.	open			
tests-bookmark-7	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)				P5	harness	Module doc claims wire faults interrupt hand-offs; every hand-off runs on a clean link	open			
tests-common-11	documentation	medium	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Incident narrative and dated rationale at the declaration site			P4		overlap.rs motivates its harness by an incident and by a data structure the tree no longer has	open			
tests-common-13	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)				P5	harness	`Step { polls }` and `SESSION_POLL_BOUND`'s panic count alternation rounds, not polls	open			
tests-common-23	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Moralized vocabulary colliding with the model of record | documentation: The illumos lint-allow rationale in nine copies	5		P3		"""honest"" already names the model of record; here it names a different predicate"	fix	T50		
tests-common-24	documentation	nit	(table)			Integration tests (tests/common, then the suites)	documentation: Em-dashes in line comments and assert strings			P3		Em-dashes in `//` comments.	fix	T48		
tests-common-27	documentation	nit	(table)			Integration tests (tests/common, then the suites)	documentation: Moralized vocabulary colliding with the model of record			P3		"""genuine(ly)"", loose ""sound"", ""conviction"" for a `verdict`, and a ""silent divergence"" inside an assertion."	fix	T50		
tests-common-28	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)				P5	harness	"""the *asynchronous* gossip path"" qualifies against a twin that no longer exists"	open			
